국적,목적,연도,월,분기,계절,입국자수
베트남,관광,2019,12,4,겨울,3516
베트남,상용,2019,12,4,겨울,2705
베트남,공용,2019,12,4,겨울,1881
베트남,기타,2019,12,4,겨울,1838
태국,관광,2019,12,4,겨울,3585
태국,상용,2019,12,4,겨울,2682
태국,공용,2019,12,4,겨울,1714
태국,기타,2019,12,4,겨울,1778
중국,관광,2020,1,1,봄,8371
중국,상용,2020,1,1,봄,6376
중국,공용,2020,1,1,봄,4138
중국,기타,2020,1,1,봄,4247
일본,관광,2020,1,1,봄,5600
일본,상용,2020,1,1,봄,4183
일본,공용,2020,1,1,봄,2837
일본,기타,2020,1,1,봄,2743
미국,관광,2020,1,1,봄,4159
미국,상용,2020,1,1,봄,3073
미국,공용,2020,1,1,봄,2070
미국,기타,2020,1,1,봄,2040
베트남,관광,2020,1,1,봄,2868
베트남,상용,2020,1,1,봄,2140
베트남,공용,2020,1,1,봄,1420
베트남,기타,2020,1,1,봄,1389
태국,관광,2020,1,1,봄,2806
태국,상용,2020,1,1,봄,2038
태국,공용,2020,1,1,봄,1416
태국,기타,2020,1,1,봄,1486
중국,관광,2020,2,1,봄,8870
중국,상용,2020,2,1,봄,6651
중국,공용,2020,2,1,봄,4469
중국,기타,2020,2,1,봄,4363
일본,관광,2020,2,1,봄,6022
일본,상용,2020,2,1,봄,4505
일본,공용,2020,2,1,봄,2960
일본,기타,2020,2,1,봄,3124
미국,관광,2020,2,1,봄,4447
미국,상용,2020,2,1,봄,3326
미국,공용,2020,2,1,봄,2127
미국,기타,2020,2,1,봄,2223
베트남,관광,2020,2,1,봄,3030
베트남,상용,2020,2,1,봄,2229
베트남,공용,2020,2,1,봄,1503
베트남,기타,2020,2,1,봄,1456
태국,관광,2020,2,1,봄,2834
태국,상용,2020,2,1,봄,2201
태국,공용,2020,2,1,봄,1457
태국,기타,2020,2,1,봄,1490
중국,관광,2020,3,1,봄,11163
중국,상용,2020,3,1,봄,8225
중국,공용,2020,3,1,봄,5486
중국,기타,2020,3,1,봄,5551
일본,관광,2020,3,1,봄,7369
일본,상용,2020,3,1,봄,5439
일본,공용,2020,3,1,봄,3795
일본,기타,2020,3,1,봄,3704
미국,관광,2020,3,1,봄,5415
미국,상용,2020,3,1,봄,4097
미국,공용,2020,3,1,봄,2700
미국,기타,2020,3,1,봄,2738
베트남,관광,2020,3,1,봄,3686
베트남,상용,2020,3,1,봄,2724
베트남,공용,2020,3,1,봄,1893
베트남,기타,2020,3,1,봄,1772
태국,관광,2020,3,1,봄,3649
태국,상용,2020,3,1,봄,2735
태국,공용,2020,3,1,봄,1848
태국,기타,2020,3,1,봄,1797
중국,관광,2020,4,2,여름,11651
중국,상용,2020,4,2,여름,8519
중국,공용,2020,4,2,여름,5821
중국,기타,2020,4,2,여름,5803
일본,관광,2020,4,2,여름,7755
일본,상용,2020,4,2,여름,5738
일본,공용,2020,4,2,여름,3795
일본,기타,2020,4,2,여름,3952
미국,관광,2020,4,2,여름,5907
미국,상용,2020,4,2,여름,4315
미국,공용,2020,4,2,여름,2905
미국,기타,2020,4,2,여름,2798
베트남,관광,2020,4,2,여름,3899
베트남,상용,2020,4,2,여름,2942
베트남,공용,2020,4,2,여름,1945
베트남,기타,2020,4,2,여름,1939
태국,관광,2020,4,2,여름,3822
태국,상용,2020,4,2,여름,2787
태국,공용,2020,4,2,여름,1927
태국,기타,2020,4,2,여름,1926
중국,관광,2020,5,2,여름,10470
중국,상용,2020,5,2,여름,7992
중국,공용,2020,5,2,여름,5268
중국,기타,2020,5,2,여름,5238
일본,관광,2020,5,2,여름,6850
일본,상용,2020,5,2,여름,5116
일본,공용,2020,5,2,여름,3550
일본,기타,2020,5,2,여름,3520
미국,관광,2020,5,2,여름,5315
미국,상용,2020,5,2,여름,3976
미국,공용,2020,5,2,여름,2492
미국,기타,2020,5,2,여름,2572
베트남,관광,2020,5,2,여름,3486
베트남,상용,2020,5,2,여름,2622
베트남,공용,2020,5,2,여름,1737
베트남,기타,2020,5,2,여름,1803
태국,관광,2020,5,2,여름,3572
태국,상용,2020,5,2,여름,2559
태국,공용,2020,5,2,여름,1711
태국,기타,2020,5,2,여름,1669
중국,관광,2020,6,2,여름,9843
중국,상용,2020,6,2,여름,7590
중국,공용,2020,6,2,여름,5040
중국,기타,2020,6,2,여름,5055
일본,관광,2020,6,2,여름,6723
일본,상용,2020,6,2,여름,5132
일본,공용,2020,6,2,여름,3319
일본,기타,2020,6,2,여름,3385
미국,관광,2020,6,2,여름,4914
미국,상용,2020,6,2,여름,3802
미국,공용,2020,6,2,여름,2489
미국,기타,2020,6,2,여름,2548
베트남,관광,2020,6,2,여름,3394
베트남,상용,2020,6,2,여름,2446
베트남,공용,2020,6,2,여름,1636
베트남,기타,2020,6,2,여름,1572
태국,관광,2020,6,2,여름,3383
태국,상용,2020,6,2,여름,2453
태국,공용,2020,6,2,여름,1664
태국,기타,2020,6,2,여름,1656
중국,관광,2020,7,3,가을,10535
중국,상용,2020,7,3,가을,7773
중국,공용,2020,7,3,가을,5229
중국,기타,2020,7,3,가을,5267
일본,관광,2020,7,3,가을,6910
일본,상용,2020,7,3,가을,5265
일본,공용,2020,7,3,가을,3502
일본,기타,2020,7,3,가을,3528
미국,관광,2020,7,3,가을,5197
미국,상용,2020,7,3,가을,3954
미국,공용,2020,7,3,가을,2640
미국,기타,2020,7,3,가을,2671
베트남,관광,2020,7,3,가을,3515
베트남,상용,2020,7,3,가을,2625
베트남,공용,2020,7,3,가을,1760
베트남,기타,2020,7,3,가을,1745
태국,관광,2020,7,3,가을,3502
태국,상용,2020,7,3,가을,2617
태국,공용,2020,7,3,가을,1732
태국,기타,2020,7,3,가을,1697
중국,관광,2020,8,3,가을,12169
중국,상용,2020,8,3,가을,9132
중국,공용,2020,8,3,가을,6053
중국,기타,2020,8,3,가을,5972
일본,관광,2020,8,3,가을,7934
일본,상용,2020,8,3,가을,5994
일본,공용,2020,8,3,가을,3964
일본,기타,2020,8,3,가을,3901
미국,관광,2020,8,3,가을,6245
미국,상용,2020,8,3,가을,4519
미국,공용,2020,8,3,가을,3041
미국,기타,2020,8,3,가을,2981
베트남,관광,2020,8,3,가을,4053
베트남,상용,2020,8,3,가을,2962
베트남,공용,2020,8,3,가을,2021
베트남,기타,2020,8,3,가을,1951
태국,관광,2020,8,3,가을,4057
태국,상용,2020,8,3,가을,3050
태국,공용,2020,8,3,가을,2108
태국,기타,2020,8,3,가을,2031
중국,관광,2020,9,3,가을,11285
중국,상용,2020,9,3,가을,8206
중국,공용,2020,9,3,가을,5499
중국,기타,2020,9,3,가을,5467
일본,관광,2020,9,3,가을,7275
일본,상용,2020,9,3,가을,5501
일본,공용,2020,9,3,가을,3755
일본,기타,2020,9,3,가을,3574
미국,관광,2020,9,3,가을,5546
미국,상용,2020,9,3,가을,4252
미국,공용,2020,9,3,가을,2791
미국,기타,2020,9,3,가을,2672
베트남,관광,2020,9,3,가을,3625
베트남,상용,2020,9,3,가을,2808
베트남,공용,2020,9,3,가을,1834
베트남,기타,2020,9,3,가을,1791
태국,관광,2020,9,3,가을,3662
태국,상용,2020,9,3,가을,2695
태국,공용,2020,9,3,가을,1909
태국,기타,2020,9,3,가을,1794
중국,관광,2020,10,4,겨울,12671
중국,상용,2020,10,4,겨울,9398
중국,공용,2020,10,4,겨울,6290
중국,기타,2020,10,4,겨울,6289
일본,관광,2020,10,4,겨울,8295
일본,상용,2020,10,4,겨울,6308
일본,공용,2020,10,4,겨울,4190
일본,기타,2020,10,4,겨울,4234
미국,관광,2020,10,4,겨울,6427
미국,상용,2020,10,4,겨울,4736
미국,공용,2020,10,4,겨울,3156
미국,기타,2020,10,4,겨울,3079
베트남,관광,2020,10,4,겨울,4195
베트남,상용,2020,10,4,겨울,3164
베트남,공용,2020,10,4,겨울,2144
베트남,기타,2020,10,4,겨울,2087
태국,관광,2020,10,4,겨울,4262
태국,상용,2020,10,4,겨울,3132
태국,공용,2020,10,4,겨울,2176
태국,기타,2020,10,4,겨울,2120
중국,관광,2020,11,4,겨울,10472
중국,상용,2020,11,4,겨울,7706
중국,공용,2020,11,4,겨울,5311
중국,기타,2020,11,4,겨울,5172
일본,관광,2020,11,4,겨울,7038
일본,상용,2020,11,4,겨울,5247
일본,공용,2020,11,4,겨울,3601
일본,기타,2020,11,4,겨울,3491
미국,관광,2020,11,4,겨울,5228
미국,상용,2020,11,4,겨울,3898
미국,공용,2020,11,4,겨울,2689
미국,기타,2020,11,4,겨울,2652
베트남,관광,2020,11,4,겨울,3473
베트남,상용,2020,11,4,겨울,2589
베트남,공용,2020,11,4,겨울,1808
베트남,기타,2020,11,4,겨울,1746
태국,관광,2020,11,4,겨울,3578
태국,상용,2020,11,4,겨울,2627
태국,공용,2020,11,4,겨울,1799
태국,기타,2020,11,4,겨울,1738
중국,관광,2020,12,4,겨울,11101
중국,상용,2020,12,4,겨울,8276
중국,공용,2020,12,4,겨울,5517
중국,기타,2020,12,4,겨울,5495
일본,관광,2020,12,4,겨울,7456
일본,상용,2020,12,4,겨울,5502
일본,공용,2020,12,4,겨울,3708
일본,기타,2020,12,4,겨울,3700
미국,관광,2020,12,4,겨울,5495
미국,상용,2020,12,4,겨울,4297
미국,공용,2020,12,4,겨울,2757
미국,기타,2020,12,4,겨울,2721
베트남,관광,2020,12,4,겨울,3636
베트남,상용,2020,12,4,겨울,2783
베트남,공용,2020,12,4,겨울,1810
베트남,기타,2020,12,4,겨울,1878
태국,관광,2020,12,4,겨울,3693
태국,상용,2020,12,4,겨울,2812
태국,공용,2020,12,4,겨울,1809
태국,기타,2020,12,4,겨울,1842
중국,관광,2021,1,1,봄,8624
중국,상용,2021,1,1,봄,6532
중국,공용,2021,1,1,봄,4257
중국,기타,2021,1,1,봄,4265
일본,관광,2021,1,1,봄,5732
일본,상용,2021,1,1,봄,4327
일본,공용,2021,1,1,봄,2818
일본,기타,2021,1,1,봄,2870
미국,관광,2021,1,1,봄,4330
미국,상용,2021,1,1,봄,3275
미국,공용,2021,1,1,봄,2125
미국,기타,2021,1,1,봄,2262
베트남,관광,2021,1,1,봄,2880
베트남,상용,2021,1,1,봄,2066
베트남,공용,2021,1,1,봄,1394
베트남,기타,2021,1,1,봄,1444
태국,관광,2021,1,1,봄,2823
태국,상용,2021,1,1,봄,2138
태국,공용,2021,1,1,봄,1419
태국,기타,2021,1,1,봄,1407
중국,관광,2021,2,1,봄,9160
중국,상용,2021,2,1,봄,6826
중국,공용,2021,2,1,봄,4594
중국,기타,2021,2,1,봄,4584
일본,관광,2021,2,1,봄,6263
일본,상용,2021,2,1,봄,4555
일본,공용,2021,2,1,봄,3020
일본,기타,2021,2,1,봄,3101
미국,관광,2021,2,1,봄,4462
미국,상용,2021,2,1,봄,3500
미국,공용,2021,2,1,봄,2318
미국,기타,2021,2,1,봄,2363
베트남,관광,2021,2,1,봄,3064
베트남,상용,2021,2,1,봄,2361
베트남,공용,2021,2,1,봄,1508
베트남,기타,2021,2,1,봄,1496
태국,관광,2021,2,1,봄,3130
태국,상용,2021,2,1,봄,2282
태국,공용,2021,2,1,봄,1514
태국,기타,2021,2,1,봄,1489
중국,관광,2021,3,1,봄,11260
중국,상용,2021,3,1,봄,8475
중국,공용,2021,3,1,봄,5646
중국,기타,2021,3,1,봄,5549
일본,관광,2021,3,1,봄,7585
일본,상용,2021,3,1,봄,5655
일본,공용,2021,3,1,봄,3783
일본,기타,2021,3,1,봄,3707
미국,관광,2021,3,1,봄,5569
미국,상용,2021,3,1,봄,4273
미국,공용,2021,3,1,봄,2795
미국,기타,2021,3,1,봄,2791
베트남,관광,2021,3,1,봄,3724
베트남,상용,2021,3,1,봄,2838
베트남,공용,2021,3,1,봄,1842
베트남,기타,2021,3,1,봄,1930
태국,관광,2021,3,1,봄,3762
태국,상용,2021,3,1,봄,2795
태국,공용,2021,3,1,봄,1897
태국,기타,2021,3,1,봄,1986
중국,관광,2021,4,2,여름,11972
중국,상용,2021,4,2,여름,8795
중국,공용,2021,4,2,여름,5897
중국,기타,2021,4,2,여름,5954
일본,관광,2021,4,2,여름,7919
일본,상용,2021,4,2,여름,5814
일본,공용,2021,4,2,여름,4053
일본,기타,2021,4,2,여름,3882
미국,관광,2021,4,2,여름,5926
미국,상용,2021,4,2,여름,4371
미국,공용,2021,4,2,여름,2898
미국,기타,2021,4,2,여름,3014
베트남,관광,2021,4,2,여름,3994
베트남,상용,2021,4,2,여름,2957
베트남,공용,2021,4,2,여름,1865
베트남,기타,2021,4,2,여름,1938
태국,관광,2021,4,2,여름,4033
태국,상용,2021,4,2,여름,2994
태국,공용,2021,4,2,여름,1991
태국,기타,2021,4,2,여름,1990
중국,관광,2021,5,2,여름,10626
중국,상용,2021,5,2,여름,7982
중국,공용,2021,5,2,여름,5499
중국,기타,2021,5,2,여름,5432
일본,관광,2021,5,2,여름,7174
일본,상용,2021,5,2,여름,5366
일본,공용,2021,5,2,여름,3639
일본,기타,2021,5,2,여름,3726
미국,관광,2021,5,2,여름,5401
미국,상용,2021,5,2,여름,4160
미국,공용,2021,5,2,여름,2711
미국,기타,2021,5,2,여름,2659
베트남,관광,2021,5,2,여름,3714
베트남,상용,2021,5,2,여름,2691
베트남,공용,2021,5,2,여름,1873
베트남,기타,2021,5,2,여름,1798
태국,관광,2021,5,2,여름,3546
태국,상용,2021,5,2,여름,2711
태국,공용,2021,5,2,여름,1801
태국,기타,2021,5,2,여름,1853
중국,관광,2021,6,2,여름,10236
중국,상용,2021,6,2,여름,7733
중국,공용,2021,6,2,여름,5251
중국,기타,2021,6,2,여름,5166
일본,관광,2021,6,2,여름,6987
일본,상용,2021,6,2,여름,5018
일본,공용,2021,6,2,여름,3399
일본,기타,2021,6,2,여름,3434
미국,관광,2021,6,2,여름,5201
미국,상용,2021,6,2,여름,3889
미국,공용,2021,6,2,여름,2537
미국,기타,2021,6,2,여름,2530
베트남,관광,2021,6,2,여름,3389
베트남,상용,2021,6,2,여름,2474
베트남,공용,2021,6,2,여름,1694
베트남,기타,2021,6,2,여름,1746
태국,관광,2021,6,2,여름,3438
태국,상용,2021,6,2,여름,2585
태국,공용,2021,6,2,여름,1716
태국,기타,2021,6,2,여름,1739
중국,관광,2021,7,3,가을,10936
중국,상용,2021,7,3,가을,7949
중국,공용,2021,7,3,가을,5403
중국,기타,2021,7,3,가을,5388
일본,관광,2021,7,3,가을,7206
일본,상용,2021,7,3,가을,5424
일본,공용,2021,7,3,가을,3531
일본,기타,2021,7,3,가을,3616
미국,관광,2021,7,3,가을,5378
미국,상용,2021,7,3,가을,3982
미국,공용,2021,7,3,가을,2716
미국,기타,2021,7,3,가을,2615
베트남,관광,2021,7,3,가을,3581
베트남,상용,2021,7,3,가을,2694
베트남,공용,2021,7,3,가을,1853
베트남,기타,2021,7,3,가을,1775
태국,관광,2021,7,3,가을,3553
태국,상용,2021,7,3,가을,2665
태국,공용,2021,7,3,가을,1780
태국,기타,2021,7,3,가을,1818
중국,관광,2021,8,3,가을,12455
중국,상용,2021,8,3,가을,9247
중국,공용,2021,8,3,가을,6199
중국,기타,2021,8,3,가을,6223
일본,관광,2021,8,3,가을,8304
일본,상용,2021,8,3,가을,6226
일본,공용,2021,8,3,가을,4051
일본,기타,2021,8,3,가을,4097
미국,관광,2021,8,3,가을,6194
미국,상용,2021,8,3,가을,4623
미국,공용,2021,8,3,가을,3128
미국,기타,2021,8,3,가을,3148
베트남,관광,2021,8,3,가을,4165
베트남,상용,2021,8,3,가을,3085
베트남,공용,2021,8,3,가을,2117
베트남,기타,2021,8,3,가을,2036
태국,관광,2021,8,3,가을,4110
태국,상용,2021,8,3,가을,3071
태국,공용,2021,8,3,가을,2004
태국,기타,2021,8,3,가을,2145
중국,관광,2021,9,3,가을,11412
중국,상용,2021,9,3,가을,8539
중국,공용,2021,9,3,가을,5626
중국,기타,2021,9,3,가을,5670
일본,관광,2021,9,3,가을,7505
일본,상용,2021,9,3,가을,5544
일본,공용,2021,9,3,가을,3734
일본,기타,2021,9,3,가을,3689
미국,관광,2021,9,3,가을,5619
미국,상용,2021,9,3,가을,4250
미국,공용,2021,9,3,가을,2838
미국,기타,2021,9,3,가을,2845
베트남,관광,2021,9,3,가을,3753
베트남,상용,2021,9,3,가을,2814
베트남,공용,2021,9,3,가을,1884
베트남,기타,2021,9,3,가을,1827
태국,관광,2021,9,3,가을,3824
태국,상용,2021,9,3,가을,2771
태국,공용,2021,9,3,가을,1885
태국,기타,2021,9,3,가을,1877
중국,관광,2021,10,4,겨울,13228
중국,상용,2021,10,4,겨울,9822
중국,공용,2021,10,4,겨울,6273
중국,기타,2021,10,4,겨울,6497
일본,관광,2021,10,4,겨울,8754
일본,상용,2021,10,4,겨울,6410
일본,공용,2021,10,4,겨울,4435
일본,기타,2021,10,4,겨울,4376
미국,관광,2021,10,4,겨울,6481
미국,상용,2021,10,4,겨울,4808
미국,공용,2021,10,4,겨울,3063
미국,기타,2021,10,4,겨울,3320
베트남,관광,2021,10,4,겨울,4306
베트남,상용,2021,10,4,겨울,3219
베트남,공용,2021,10,4,겨울,2201
베트남,기타,2021,10,4,겨울,2191
태국,관광,2021,10,4,겨울,4289
태국,상용,2021,10,4,겨울,3212
태국,공용,2021,10,4,겨울,2137
태국,기타,2021,10,4,겨울,2147
중국,관광,2021,11,4,겨울,10712
중국,상용,2021,11,4,겨울,8083
중국,공용,2021,11,4,겨울,5397
중국,기타,2021,11,4,겨울,5403
일본,관광,2021,11,4,겨울,7147
일본,상용,2021,11,4,겨울,5545
일본,공용,2021,11,4,겨울,3613
일본,기타,2021,11,4,겨울,3569
미국,관광,2021,11,4,겨울,5307
미국,상용,2021,11,4,겨울,3973
미국,공용,2021,11,4,겨울,2655
미국,기타,2021,11,4,겨울,2809
베트남,관광,2021,11,4,겨울,3607
베트남,상용,2021,11,4,겨울,2673
베트남,공용,2021,11,4,겨울,1812
베트남,기타,2021,11,4,겨울,1884
태국,관광,2021,11,4,겨울,3686
태국,상용,2021,11,4,겨울,2724
태국,공용,2021,11,4,겨울,1787
태국,기타,2021,11,4,겨울,1790
중국,관광,2021,12,4,겨울,11406
중국,상용,2021,12,4,겨울,8433
중국,공용,2021,12,4,겨울,5674
중국,기타,2021,12,4,겨울,5735
일본,관광,2021,12,4,겨울,7601
일본,상용,2021,12,4,겨울,5666
일본,공용,2021,12,4,겨울,3763
일본,기타,2021,12,4,겨울,3823
미국,관광,2021,12,4,겨울,5638
미국,상용,2021,12,4,겨울,4236
미국,공용,2021,12,4,겨울,2841
미국,기타,2021,12,4,겨울,2767
베트남,관광,2021,12,4,겨울,3713
베트남,상용,2021,12,4,겨울,2936
베트남,공용,2021,12,4,겨울,1910
베트남,기타,2021,12,4,겨울,1960
태국,관광,2021,12,4,겨울,3831
태국,상용,2021,12,4,겨울,2899
태국,공용,2021,12,4,겨울,1860
태국,기타,2021,12,4,겨울,1860
중국,관광,2022,1,1,봄,8595
중국,상용,2022,1,1,봄,6605
중국,공용,2022,1,1,봄,4385
중국,기타,2022,1,1,봄,4452
일본,관광,2022,1,1,봄,5905
일본,상용,2022,1,1,봄,4346
일본,공용,2022,1,1,봄,2993
일본,기타,2022,1,1,봄,2997
미국,관광,2022,1,1,봄,4543
미국,상용,2022,1,1,봄,3441
미국,공용,2022,1,1,봄,2273
미국,기타,2022,1,1,봄,2245
베트남,관광,2022,1,1,봄,3077
베트남,상용,2022,1,1,봄,2233
베트남,공용,2022,1,1,봄,1553
베트남,기타,2022,1,1,봄,1480
태국,관광,2022,1,1,봄,3010
태국,상용,2022,1,1,봄,2295
태국,공용,2022,1,1,봄,1405
태국,기타,2022,1,1,봄,1484
중국,관광,2022,2,1,봄,9548
중국,상용,2022,2,1,봄,6943
중국,공용,2022,2,1,봄,4724
중국,기타,2022,2,1,봄,4821
일본,관광,2022,2,1,봄,6268
일본,상용,2022,2,1,봄,4695
일본,공용,2022,2,1,봄,3141
일본,기타,2022,2,1,봄,3247
미국,관광,2022,2,1,봄,4766
미국,상용,2022,2,1,봄,3537
미국,공용,2022,2,1,봄,2335
미국,기타,2022,2,1,봄,2387
베트남,관광,2022,2,1,봄,3144
베트남,상용,2022,2,1,봄,2357
베트남,공용,2022,2,1,봄,1535
베트남,기타,2022,2,1,봄,1542
태국,관광,2022,2,1,봄,3192
태국,상용,2022,2,1,봄,2320
태국,공용,2022,2,1,봄,1606
태국,기타,2022,2,1,봄,1567
중국,관광,2022,3,1,봄,11714
중국,상용,2022,3,1,봄,8834
중국,공용,2022,3,1,봄,5781
중국,기타,2022,3,1,봄,5736
일본,관광,2022,3,1,봄,7721
일본,상용,2022,3,1,봄,5864
일본,공용,2022,3,1,봄,3926
일본,기타,2022,3,1,봄,3846
미국,관광,2022,3,1,봄,5810
미국,상용,2022,3,1,봄,4414
미국,공용,2022,3,1,봄,2976
미국,기타,2022,3,1,봄,2931
베트남,관광,2022,3,1,봄,3868
베트남,상용,2022,3,1,봄,2915
베트남,공용,2022,3,1,봄,1947
베트남,기타,2022,3,1,봄,2001
태국,관광,2022,3,1,봄,4016
태국,상용,2022,3,1,봄,2875
태국,공용,2022,3,1,봄,1994
태국,기타,2022,3,1,봄,1976
중국,관광,2022,4,2,여름,12127
중국,상용,2022,4,2,여름,9052
중국,공용,2022,4,2,여름,6050
중국,기타,2022,4,2,여름,6153
일본,관광,2022,4,2,여름,8154
일본,상용,2022,4,2,여름,6181
일본,공용,2022,4,2,여름,4097
일본,기타,2022,4,2,여름,4012
미국,관광,2022,4,2,여름,6131
미국,상용,2022,4,2,여름,4631
미국,공용,2022,4,2,여름,3026
미국,기타,2022,4,2,여름,3084
베트남,관광,2022,4,2,여름,4059
베트남,상용,2022,4,2,여름,3034
베트남,공용,2022,4,2,여름,2052
베트남,기타,2022,4,2,여름,2010
태국,관광,2022,4,2,여름,4102
태국,상용,2022,4,2,여름,3116
태국,공용,2022,4,2,여름,2070
태국,기타,2022,4,2,여름,2055
중국,관광,2022,5,2,여름,10951
중국,상용,2022,5,2,여름,8447
중국,공용,2022,5,2,여름,5420
중국,기타,2022,5,2,여름,5632
일본,관광,2022,5,2,여름,7503
일본,상용,2022,5,2,여름,5554
일본,공용,2022,5,2,여름,3686
일본,기타,2022,5,2,여름,3661
미국,관광,2022,5,2,여름,5556
미국,상용,2022,5,2,여름,4221
미국,공용,2022,5,2,여름,2821
미국,기타,2022,5,2,여름,2681
베트남,관광,2022,5,2,여름,3735
베트남,상용,2022,5,2,여름,2845
베트남,공용,2022,5,2,여름,1859
베트남,기타,2022,5,2,여름,1854
태국,관광,2022,5,2,여름,3799
태국,상용,2022,5,2,여름,2769
태국,공용,2022,5,2,여름,1815
태국,기타,2022,5,2,여름,1835
중국,관광,2022,6,2,여름,10542
중국,상용,2022,6,2,여름,7958
중국,공용,2022,6,2,여름,5285
중국,기타,2022,6,2,여름,5193
일본,관광,2022,6,2,여름,6961
일본,상용,2022,6,2,여름,5203
일본,공용,2022,6,2,여름,3447
일본,기타,2022,6,2,여름,3561
미국,관광,2022,6,2,여름,5266
미국,상용,2022,6,2,여름,3972
미국,공용,2022,6,2,여름,2640
미국,기타,2022,6,2,여름,2727
베트남,관광,2022,6,2,여름,3529
베트남,상용,2022,6,2,여름,2751
베트남,공용,2022,6,2,여름,1731
베트남,기타,2022,6,2,여름,1749
태국,관광,2022,6,2,여름,3577
태국,상용,2022,6,2,여름,2667
태국,공용,2022,6,2,여름,1732
태국,기타,2022,6,2,여름,1786
중국,관광,2022,7,3,가을,10987
중국,상용,2022,7,3,가을,8252
중국,공용,2022,7,3,가을,5545
중국,기타,2022,7,3,가을,5511
일본,관광,2022,7,3,가을,7387
일본,상용,2022,7,3,가을,5461
일본,공용,2022,7,3,가을,3775
일본,기타,2022,7,3,가을,3679
미국,관광,2022,7,3,가을,5585
미국,상용,2022,7,3,가을,4197
미국,공용,2022,7,3,가을,2812
미국,기타,2022,7,3,가을,2870
베트남,관광,2022,7,3,가을,3702
베트남,상용,2022,7,3,가을,2770
베트남,공용,2022,7,3,가을,1910
베트남,기타,2022,7,3,가을,1923
태국,관광,2022,7,3,가을,3660
태국,상용,2022,7,3,가을,2700
태국,공용,2022,7,3,가을,1864
태국,기타,2022,7,3,가을,1915
중국,관광,2022,8,3,가을,12593
중국,상용,2022,8,3,가을,9574
중국,공용,2022,8,3,가을,6347
중국,기타,2022,8,3,가을,6416
일본,관광,2022,8,3,가을,8509
일본,상용,2022,8,3,가을,6578
일본,공용,2022,8,3,가을,4258
일본,기타,2022,8,3,가을,4265
미국,관광,2022,8,3,가을,6354
미국,상용,2022,8,3,가을,4674
미국,공용,2022,8,3,가을,3156
미국,기타,2022,8,3,가을,3198
베트남,관광,2022,8,3,가을,4139
베트남,상용,2022,8,3,가을,3211
베트남,공용,2022,8,3,가을,2123
베트남,기타,2022,8,3,가을,2131
태국,관광,2022,8,3,가을,4221
태국,상용,2022,8,3,가을,3305
태국,공용,2022,8,3,가을,2045
태국,기타,2022,8,3,가을,2194
중국,관광,2022,9,3,가을,11467
중국,상용,2022,9,3,가을,8704
중국,공용,2022,9,3,가을,5810
중국,기타,2022,9,3,가을,5857
일본,관광,2022,9,3,가을,7681
일본,상용,2022,9,3,가을,5794
일본,공용,2022,9,3,가을,3855
일본,기타,2022,9,3,가을,3810
미국,관광,2022,9,3,가을,5821
미국,상용,2022,9,3,가을,4279
미국,공용,2022,9,3,가을,2952
미국,기타,2022,9,3,가을,2936
베트남,관광,2022,9,3,가을,3794
베트남,상용,2022,9,3,가을,2945
베트남,공용,2022,9,3,가을,1991
베트남,기타,2022,9,3,가을,1967
태국,관광,2022,9,3,가을,3863
태국,상용,2022,9,3,가을,2932
태국,공용,2022,9,3,가을,1942
태국,기타,2022,9,3,가을,1930
중국,관광,2022,10,4,겨울,13089
중국,상용,2022,10,4,겨울,9956
중국,공용,2022,10,4,겨울,6713
중국,기타,2022,10,4,겨울,6477
일본,관광,2022,10,4,겨울,8816
일본,상용,2022,10,4,겨울,6561
일본,공용,2022,10,4,겨울,4581
일본,기타,2022,10,4,겨울,4371
미국,관광,2022,10,4,겨울,6626
미국,상용,2022,10,4,겨울,4997
미국,공용,2022,10,4,겨울,3372
미국,기타,2022,10,4,겨울,3289
베트남,관광,2022,10,4,겨울,4440
베트남,상용,2022,10,4,겨울,3284
베트남,공용,2022,10,4,겨울,2169
베트남,기타,2022,10,4,겨울,2241
태국,관광,2022,10,4,겨울,4507
태국,상용,2022,10,4,겨울,3276
태국,공용,2022,10,4,겨울,2248
태국,기타,2022,10,4,겨울,2293
중국,관광,2022,11,4,겨울,11158
중국,상용,2022,11,4,겨울,8386
중국,공용,2022,11,4,겨울,5538
중국,기타,2022,11,4,겨울,5526
일본,관광,2022,11,4,겨울,7372
일본,상용,2022,11,4,겨울,5570
일본,공용,2022,11,4,겨울,3558
일본,기타,2022,11,4,겨울,3631
미국,관광,2022,11,4,겨울,5441
미국,상용,2022,11,4,겨울,4121
미국,공용,2022,11,4,겨울,2878
미국,기타,2022,11,4,겨울,2766
베트남,관광,2022,11,4,겨울,3697
베트남,상용,2022,11,4,겨울,2747
베트남,공용,2022,11,4,겨울,1835
베트남,기타,2022,11,4,겨울,1888
태국,관광,2022,11,4,겨울,3715
태국,상용,2022,11,4,겨울,2742
태국,공용,2022,11,4,겨울,1817
태국,기타,2022,11,4,겨울,1852
중국,관광,2022,12,4,겨울,11886
중국,상용,2022,12,4,겨울,8779
중국,공용,2022,12,4,겨울,5840
중국,기타,2022,12,4,겨울,5773
일본,관광,2022,12,4,겨울,7719
일본,상용,2022,12,4,겨울,5649
일본,공용,2022,12,4,겨울,3923
일본,기타,2022,12,4,겨울,3877
미국,관광,2022,12,4,겨울,5803
미국,상용,2022,12,4,겨울,4351
